"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"6477","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6478","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6479","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6480","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6481","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6482","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6483","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6484","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6485","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6486","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6487","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6488","poisonous","flat","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6489","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6490","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6491","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6492","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6493","poisonous","flat","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6494","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6495","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6496","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","wood"
"6497","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6498","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6499","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6500","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6501","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6502","poisonous","knobbed","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6503","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6504","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6505","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","wood"
"6506","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6507","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6508","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6509","poisonous","convex","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6510","edible","convex","fibrous","white","no","none","free","crowded","broad","pink","enlarging","missing","silky","smooth","purple","purple","partial","white","two","pendant","white","numerous","grasses"
"6511","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6512","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6513","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6514","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6515","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6516","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6517","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6518","edible","convex","fibrous","gray","no","none","free","crowded","broad","pink","enlarging","missing","smooth","silky","purple","purple","partial","white","two","pendant","white","numerous","grasses"
"6519","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6520","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6521","poisonous","convex","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6522","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6523","poisonous","knobbed","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6524","poisonous","knobbed","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6525","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6526","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6527","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6528","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6529","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6530","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6531","edible","knobbed","fibrous","white","no","none","free","crowded","broad","pink","enlarging","missing","smooth","silky","purple","purple","partial","white","two","pendant","white","numerous","grasses"
"6532","poisonous","knobbed","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6533","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6534","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6535","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6536","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","wood"
"6537","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6538","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6539","poisonous","convex","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6540","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6541","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6542","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6543","poisonous","flat","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6544","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6545","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6546","poisonous","flat","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6547","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6548","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6549","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6550","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6551","poisonous","knobbed","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6552","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6553","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6554","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6555","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6556","poisonous","knobbed","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6557","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6558","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6559","edible","convex","scaly","brown","no","none","attached","close","broad","brown","enlarging","missing","smooth","smooth","pink","pink","partial","orange","one","pendant","buff","several","leaves"
"6560","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6561","poisonous","knobbed","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6562","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6563","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6564","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6565","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6566","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6567","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6568","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6569","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6570","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6571","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6572","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6573","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6574","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6575","poisonous","knobbed","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6576","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6577","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6578","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6579","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","wood"
"6580","poisonous","knobbed","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6581","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6582","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6583","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6584","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6585","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6586","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6587","poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6588","poisonous","flat","smooth","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6589","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6590","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6591","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6592","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6593","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6594","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","wood"
"6595","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6596","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6597","poisonous","flat","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","paths"
"6598","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6599","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6600","edible","convex","scaly","gray","no","none","free","crowded","broad","pink","enlarging","missing","smooth","silky","purple","purple","partial","white","two","pendant","white","numerous","grasses"
"6601","poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6602","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6603","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6604","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","green","partial","white","one","evanescent","white","several","wood"
"6605","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6606","poisonous","knobbed","smooth","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6607","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6608","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6609","poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6610","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","leaves"
"6611","poisonous","knobbed","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6612","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6613","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6614","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6615","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6616","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6617","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6618","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6619","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6620","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6621","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6622","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6623","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6624","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6625","poisonous","flat","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6626","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","paths"
"6627","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6628","poisonous","convex","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6629","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","leaves"
"6630","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6631","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6632","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","wood"
"6633","poisonous","flat","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6634","poisonous","convex","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6635","poisonous","convex","scaly","red","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6636","poisonous","flat","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","leaves"
"6637","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","wood"
"6638","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","wood"
"6639","poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","paths"
"6640","poisonous","convex","scaly","brown","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","green","green","partial","white","one","evanescent","white","several","leaves"
"6641","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6642","poisonous","knobbed","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","green","partial","white","one","evanescent","white","several","paths"
"6643","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","wood"
"6644","poisonous","flat","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6645","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","green","partial","white","one","evanescent","white","several","wood"
"6646","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6647","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","paths"
"6648","poisonous","flat","smooth","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","green","purple","partial","white","one","evanescent","white","several","paths"
"6649","poisonous","convex","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6650","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6651","poisonous","convex","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6652","poisonous","flat","smooth","brown","no","fishy","free","close","narrow","buff","tapering","missing","silky","silky","purple","purple","partial","white","one","evanescent","white","several","leaves"
"6653","poisonous","flat","smooth","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6654","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","leaves"
"6655","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6656","poisonous","knobbed","scaly","brown","no","spicy","free","close","narrow","buff","tapering","missing","smooth","silky","purple","purple","partial","white","one","evanescent","white","several","wood"
"6657","poisonous","convex","smooth","red","no","foul","free","close","narrow","buff","tapering","missing","smooth","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6658","poisonous","convex","scaly","brown","no","foul","free","close","narrow","buff","tapering","missing","silky","smooth","green","green","partial","white","one","evanescent","white","several","leaves"
"6659","poisonous","flat","scaly","red","no","spicy","free","close","narrow","buff","tapering","missing","silky","smooth","green","purple","partial","white","one","evanescent","white","several","paths"
"6660","poisonous","flat","scaly","red","no","fishy","free","close","narrow","buff","tapering","missing","smooth","smooth","purple","purple","partial","white","one","evanescent","white","several","paths"
"6661","edible","bell","fibrous","gray","no","none","free","crowded","broad","pink","enlarging","missing","smooth","silky","purple","purple","partial","white","two","pendant","white","scattered","grasses"
